음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
애플하우스어묵,210.0,,10.0,4.0,,33.0,5.0,,,,,,849.0,,,,,,,,,13.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
애호박간장국수,220.0,,6.67,3.67,,37.67,2.67,,,,,,513.0,,,,,,,,,23.33,0.7,0.03,,3.0,,,2.0,1471000.0,1
애호박감자양파죽,49.5,,1.06,0.255,,10.35,1.135,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
애호박감자죽,110.0,,2.835,0.7350000000000001,,23.5,1.335,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
애호박고추장찌개,46.0,,2.4,1.74,,5.23,1.665,,,,,,394.0,,,,,,,,,4.425,0.575,0.0,,3.0,,,2.0,1471000.0,2
애호박굴소스볶음,73.0,,1.54,6.15,,3.08,3.08,,,,,,88.0,,,,,,,,,0.0,0.85,0.0,,3.0,,,2.0,1471000.0,1
애호박나물,40.0,,1.03,2.015,,5.135,2.365,,,,,,29.0,,,,,,,,,0.0,0.21,0.0,,3.0,,,2.0,1471000.0,2
애호박닭죽,113.75,,10.25,0.6175,,16.5,1.2275,,,,,,18.25,,,,,,,,,18.3325,0.0,0.0,,3.0,,,2.0,1471000.0,4
애호박두부된장국,32.0,,3.0,0.9,,3.0,1.0,,,,,,150.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
애호박들깨볶음,60.0,,2.0,3.7,,5.0,3.0,,,,,,85.0,,,,,,,,,0.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
애호박볶음,51.0,,1.87,1.72,,6.96,3.66,,,,,,416.0,,,,,,,,,1.12,0.1,0.0,,3.0,,,2.0,1471000.0,1
애호박새우어묵,98.0,,9.4,0.8,,13.4,2.9,,,,,,524.0,,,,,,,,,22.1,0.1,0.0,,3.0,,,2.0,1471000.0,1
애호박순두부백탕,57.0,,2.71,1.68,,7.71,0.97,,,,,,203.0,,,,,,,,,0.0,0.21,0.0,,3.0,,,2.0,1471000.0,1
애호박알새우어묵볶음,122.0,,6.0,2.3,,20.0,5.0,,,,,,1933.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
애호박어묵들깨볶음,55.0,,2.13,2.0,,7.31,2.44,,,,,,162.0,,,,,,,,,1.75,0.19,0.0,,3.0,,,2.0,1471000.0,1
애호박전,132.5,,4.15,9.579999999999998,,8.935,2.605,,,,,,328.5,,,,,,,,,37.995,1.42,2.04,,3.0,,,2.0,1471000.0,2
애호박참깨계란볶음,50.0,,2.31,3.85,,1.54,1.54,,,,,,100.0,,,,,,,,,76.92,1.31,0.0,,3.0,,,2.0,1471000.0,1
애호박표고돈육볶음,107.0,,7.0,5.0,,8.0,3.0,,,,,,249.0,,,,,,,,,15.0,1.1,0.0,,3.0,,,2.0,1471000.0,1
애호박한우죽,173.0,,8.0,3.87,,26.67,0.0,,,,,,13.0,,,,,,,,,20.0,1.2,0.0,,3.0,,,2.0,1471000.0,1
야끼교자만두,200.0,,8.0,6.0,,27.0,1.0,,,,,,330.0,,,,,,,,,10.0,3.6,0.0,,3.0,,,2.0,1471000.0,1
야끼니꾸불고기샐러드,141.0,,9.56,5.15,,14.48,8.03,,,,,,238.0,,,,,,,,,16.27,1.36,0.0,,3.0,,,2.0,1471000.0,1
야끼만두,154.0,,2.9333333333333336,2.1366666666666667,,30.733333333333334,0.87,,,,,,394.3333333333333,,,,,,,,,0.44333333333333336,0.16666666666666666,0.0033333333333333335,,3.0,,,2.0,1471000.0,3
야물떡,211.0,,6.9,2.0,,41.4,1.6,,,,,,1143.0,,,,,,,,,9.0,0.3,0.0,,3.0,,,2.0,1471000.0,1
야심찬소곱창전골,83.0,,4.75,3.88,,4.0,0.25,,,,,,466.0,,,,,,,,,45.63,1.5,0.0,,3.0,,,2.0,1471000.0,1
야전식량불닭비빔밥,342.0,,11.82,3.36,,66.36,11.82,,,,,,912.0,,,,,,,,,0.0,0.55,0.0,,3.0,,,2.0,1471000.0,1
야전식량쇠고기비빔밥,341.0,,8.0,3.6,,69.0,11.0,,,,,,710.0,,,,,,,,,0.0,0.7,0.0,,3.0,,,2.0,1471000.0,1
야전식량제육비빔밥,339.0,,8.0,3.3,,69.0,11.0,,,,,,840.0,,,,,,,,,0.0,0.9,0.0,,3.0,,,2.0,1471000.0,1
야참누들떡볶이,234.0,,6.5,3.6,,43.8,10.4,,,,,,842.0,,,,,,,,,0.0,1.0,0.3,,3.0,,,2.0,1471000.0,1
야채가득어묵,120.0,,12.6,1.1,,14.9,3.6,,,,,,756.0,,,,,,,,,15.0,0.2,0.0,,3.0,,,2.0,1471000.0,1
야채계란국,27.0,,2.0,1.6,,0.67,0.0,,,,,,140.0,,,,,,,,,53.33,0.53,0.0,,3.0,,,2.0,1471000.0,1
야채곱창볶음밥,184.0,,3.6,6.0,,28.8,1.6,,,,,,428.0,,,,,,,,,38.0,1.08,0.0,,3.0,,,2.0,1471000.0,1
야채과일샐러드,107.0,,3.33,3.2,,16.67,2.0,,,,,,47.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
야채군만두,188.0,,4.71,4.71,,30.59,2.35,,,,,,294.0,,,,,,,,,0.0,0.59,0.0,,3.0,,,2.0,1471000.0,1
야채귀리밥,117.0,,6.54,3.08,,17.31,2.69,,,,,,191.0,,,,,,,,,56.92,0.54,0.42,,3.0,,,2.0,1471000.0,1
야채김밥,161.2,,4.058,4.734,,25.169999999999998,1.36,1.5,30.0,0.32,,38.0,309.0,,,,,,,,0.0,7.962000000000001,0.5820000000000001,0.09,,3.0,,,2.0,1471000.0,5
야채낙엽어묵,158.0,,11.0,2.0,,24.0,4.0,,,,,,730.0,,,,,,,,,15.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
야채달걀국,24.0,,2.0,0.9,,2.0,0.7,,,,,,55.0,,,,,,,,,40.0,0.5,0.5,,3.0,,,2.0,1471000.0,1
야채두부사각어묵,185.0,,11.0,8.0,,19.0,5.0,,,,,,550.0,,,,,,,,,15.0,1.1,0.0,,3.0,,,2.0,1471000.0,1
야채듬뿍된장찌개,38.0,,2.5,0.7,,5.4,2.5,,,,,,811.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
야채듬뿍어묵,164.0,,9.0,3.6,,24.0,3.3,,,,,,602.0,,,,,,,,,14.7,0.7,0.0,,3.0,,,2.0,1471000.0,1
야채만두,171.66666666666666,,9.0,2.433333333333333,,28.333333333333332,3.6666666666666665,,,,,,390.0,,,,,,,,,8.333333333333334,0.5666666666666667,0.0,,3.0,,,2.0,1471000.0,3
야채말이어묵,117.0,,12.0,2.3,,12.0,4.0,,,,,,640.0,,,,,,,,,28.0,0.2,0.0,,3.0,,,2.0,1471000.0,1
야채맛튀김,164.0,,10.0,2.6,,25.0,3.0,,,,,,564.0,,,,,,,,,14.0,0.4,0.0,,3.0,,,2.0,1471000.0,2
야채맛튀김어묵,150.0,,11.0,1.7,,22.0,3.0,,,,,,648.0,,,,,,,,,25.0,0.4,0.0,,3.0,,,2.0,1471000.0,1
야채모둠어묵,128.0,,11.2,1.9,,16.6,4.0,,,,,,907.0,,,,,,,,,18.1,0.3,0.0,,3.0,,,2.0,1471000.0,1
야채모듬어묵,145.0,,12.0,5.0,,13.0,4.0,,,,,,750.0,,,,,,,,,35.0,1.4,0.0,,3.0,,,2.0,1471000.0,1
야채물만두,150.0,,9.175,4.105,,20.0,3.54,,,,,,369.5,,,,,,,,,5.0,0.9750000000000001,0.015,,3.0,,,2.0,1471000.0,2
야채반달어묵,115.0,,13.5,1.2,,12.5,4.4,,,,,,733.0,,,,,,,,,15.6,0.2,0.0,,3.0,,,2.0,1471000.0,1
야채버섯죽,84.0,,0.89,2.67,,14.22,0.67,,,,,,244.0,,,,,,,,,0.0,0.58,0.0,,3.0,,,2.0,1471000.0,1
야채볶음밥,164.7826086956522,,6.038260869565217,6.162608695652175,,21.699565217391307,2.435217391304348,,,,,,346.0869565217391,,,,,,,,,18.511739130434783,1.4995652173913043,0.01956521739130435,,3.0,,,2.0,1471000.0,23
야채볶음밥과치즈불닭,168.0,,10.91,5.91,,17.73,0.45,,,,,,378.0,,,,,,,,,22.73,1.82,0.0,,3.0,,,2.0,1471000.0,1
야채비빔밥,171.5,,3.2475,2.0025,,35.545,4.575,0.7,16.0,0.7866666666666666,,88.0,360.5,,,,,,,,0.0,0.455,0.2475,0.0,,3.0,,,2.0,1471000.0,4
야채새우곤약볶음밥,121.0,,4.29,2.1,,21.9,1.9,,,,,,300.0,,,,,,,,,4.76,0.62,0.0,,3.0,,,2.0,1471000.0,1
야채새우만두,151.0,,7.0,3.67,,22.33,0.67,,,,,,429.0,,,,,,,,,57.0,1.0,0.0,,3.0,,,2.0,1471000.0,1
야채소각어묵,180.0,,12.0,3.5,,25.5,5.0,,,,,,850.5,,,,,,,,,15.0,0.7,0.0,,3.0,,,2.0,1471000.0,2
야채소시지,217.0,,6.67,11.33,,20.0,3.33,,,,,,600.0,,,,,,,,,16.67,4.33,0.0,,3.0,,,2.0,1471000.0,1
야채어묵,143.14285714285714,,10.9,2.762857142857143,,18.32857142857143,1.9714285714285715,,,,,,608.1428571428571,,,,,,,,,14.138571428571428,0.4942857142857143,0.008571428571428572,,3.0,,,2.0,1471000.0,7
야채어묵바,139.0,,10.0,1.5,,21.25,3.13,,,,,,506.0,,,,,,,,,16.63,0.38,0.0,,3.0,,,2.0,1471000.0,1
야채어묵튀김,470.0,,14.0,17.36,,64.36,40.18,,,,,,262.0,,,,,,,,,36.27,2.82,0.09,,3.0,,,2.0,1471000.0,1
야채오븐만두,211.0,,4.17,9.17,,27.5,8.33,,,,,,385.0,,,,,,,,,10.0,3.17,0.0,,3.0,,,2.0,1471000.0,1
야채왕만두,177.0,,5.0,2.3,,34.0,6.0,,,,,,245.0,,,,,,,,,0.0,0.0,0.0,,3.0,156.0,,2.0,1471000.0,1
야채잡채김말이튀김,195.0,,2.0,4.5,,36.0,1.0,,,,,,420.0,,,,,,,,,0.0,1.5,0.5,,3.0,,,2.0,1471000.0,1
야채죽,54.5,,1.0975,0.8608333333333333,,10.738333333333332,0.5116666666666666,,,,,,192.75,,,,,,,,,0.0,0.12,0.011666666666666667,,3.0,,,2.0,1471000.0,12
야채찐어묵바,118.0,,11.7,2.8,,11.4,2.9,,,,,,773.0,,,,,,,,,14.8,0.5,0.0,,3.0,,,2.0,1471000.0,1
야채찰밥,390.0,,10.0,3.9,,79.0,0.0,,,,,,444.0,,,,,,,,,0.0,0.24,0.0,,3.0,,,2.0,1471000.0,1
야채탕,121.5,,8.125,4.655,,8.145,0.5,,,,,,1021.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
야채튀김,210.0,,4.0,7.0,,35.0,9.0,,,,,,220.0,,,,,,,,,0.0,3.3,0.0,,3.0,,,2.0,1471000.0,2
야채특대어묵,190.0,,11.0,6.0,,22.0,3.0,,,,,,620.0,,,,,,,,,5.0,3.3,0.0,,3.0,,,2.0,1471000.0,1
야채퐁커리,122.0,,2.61,2.61,,21.74,2.17,,,,,,170.0,,,,,,,,,8.7,1.39,0.0,,3.0,,,2.0,1471000.0,1
야채현미곤약밥,140.0,,9.5,2.5,,20.5,2.0,,,,,,230.0,,,,,,,,,37.5,0.85,0.0,,3.0,,,2.0,1471000.0,1
야채현미밥,146.0,,8.1175,2.395,,22.634999999999998,1.1800000000000002,,,,,,170.0,,,,,,,,,23.2275,0.6699999999999999,0.0275,,3.0,,,2.0,1471000.0,4
야채혼합튀김어묵,191.0,,10.1,2.8,,31.3,2.9,,,,,,396.0,,,,,,,,,8.1,0.5,0.0,,3.0,,,2.0,1471000.0,2
야채흑미밥,169.0,,8.91,5.92,,19.99,1.95,,,,,,241.0,,,,,,,,,52.7,1.5,0.02,,3.0,,,2.0,1471000.0,1
약석원당앤밥,149.0,,3.99,1.37,,30.11,0.0,,,,,,6.0,,,,,,,,,0.0,0.21,0.0,,3.0,,,2.0,1471000.0,1
약석원당앤죽,71.0,,2.54,1.08,,14.82,0.0,,,,,,6.0,,,,,,,,,0.0,0.12,0.0,,3.0,,,2.0,1471000.0,1
약선삼계죽,61.0,,3.64,1.15,,8.79,0.0,,,,,,233.0,,,,,,,,,4.55,0.33,0.0,,3.0,,,2.0,1471000.0,1
약속부산어묵,145.0,,12.0,4.4,,14.0,2.0,,,,,,630.0,,,,,,,,,5.0,0.7,0.0,,3.0,,,2.0,1471000.0,2
얇은사각어묵,179.0,,11.2,2.1,,28.7,5.3,,,,,,544.0,,,,,,,,,16.8,0.1,0.0,,3.0,,,2.0,1471000.0,1
얇은피고기만두,205.0,,8.0,11.0,,19.0,2.0,,,,,,320.0,,,,,,,,,20.0,3.7,0.0,,3.0,,,2.0,1471000.0,1
얇은피김치만두,164.5,,6.0,6.25,,22.5,2.85,5.2,86.0,1.1,,255.0,412.5,,,,,,,,0.0,5.0,1.7999999999999998,0.0,,3.0,,,2.0,1471000.0,2
얇은피만두밥삼각김밥,163.0,,3.81,3.81,,28.57,0.95,,,,,,573.0,,,,,,,,,1.9,0.76,0.0,,3.0,,,2.0,1471000.0,1
얇은피매콤만두,185.0,,8.0,10.0,,16.0,2.0,,,,,,410.0,,,,,,,,,10.0,3.4,0.0,,3.0,,,2.0,1471000.0,1
얌샘김밥김,314.0,,48.67,5.37,,31.69,0.0,,,,,,705.0,,,,,,,,,22.1,2.18,0.02,,3.0,,,2.0,1471000.0,1
얌얌떡볶이,239.0,,4.41,0.8,,53.59,7.58,,,,,,444.0,,,,,,,,,0.0,0.31,0.01,,3.0,,,2.0,1471000.0,1
얌운센새우샐러드,107.0,,4.1,4.87,,11.79,6.15,,,,,,255.0,,,,,,,,,27.95,1.21,0.0,,3.0,,,2.0,1471000.0,1
양갈비스테이크,271.0,,7.25,24.5,,5.25,2.5,,,,,,208.0,,,,,,,,,33.75,8.25,0.0,,3.0,,,2.0,1471000.0,1
양곰탕,210.0,,15.0,13.0,,9.0,0.0,,,,,,108.0,,,,,,,,,30.0,7.0,0.0,,3.0,,,2.0,1471000.0,1
양구시래기나물밥,189.0,,2.83,4.72,,33.49,0.94,,,,,,259.0,,,,,,,,,0.0,0.9,0.0,,3.0,,,2.0,1471000.0,1
양구시래기된장국,14.0,,1.0,0.0,,2.0,1.0,,,,,,335.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
양구시래기사골들깨탕,42.0,,2.0,2.0,,5.0,1.0,,,,,,414.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
양념닭갈비볶음밥,174.0,,8.1,2.38,,30.48,0.48,,,,,,395.0,,,,,,,,,14.29,0.33,0.0,,3.0,,,2.0,1471000.0,1
양념대패덮밥,240.0,,6.4,16.78,,16.39,5.71,,,,,,667.0,,,,,,,,,20.8,5.79,0.03,,3.0,,,2.0,1471000.0,1
양념미트볶음,140.0,,9.0,3.8,,17.0,9.0,,,,,,670.0,,,,,,,,,25.0,1.4,0.0,,3.0,,,2.0,1471000.0,1
양념치킨김밥,174.0,,4.91,4.46,,28.13,3.57,,,,,,379.0,,,,,,,,,6.7,0.8,0.0,,3.0,,,2.0,1471000.0,1
양념치킨까스김밥,172.0,,5.02,4.65,,27.55,4.35,,,,,,364.0,,,,,,,,,15.54,0.63,0.03,,3.0,,,2.0,1471000.0,3
양념치킨까스버거,281.0,,10.42,11.46,,33.85,8.33,,,,,,478.0,,,,,,,,,26.04,1.82,0.0,,3.0,,,2.0,1471000.0,4
양념치킨밥버거,166.0,,10.0,2.7,,26.0,0.0,,,,,,26.0,,,,,,,,,26.0,0.7,0.0,,3.0,,,2.0,1471000.0,1
양념치킨버거,272.0,,8.005,12.51,,31.815,8.72,,,,,,540.75,,,,,,,,,21.240000000000002,2.315,0.0625,,3.0,,,2.0,1471000.0,4
양념치킨삼각김밥,182.0,,4.285,3.425,,33.335,3.335,,,,,,273.5,,,,,,,,,6.665,0.665,0.0,,3.0,,,2.0,1471000.0,2
양념콩나물무침,52.0,,3.33,1.09,,7.14,0.45,,,,,,508.0,,,,,,,,,0.0,0.22,0.0,,3.0,,,2.0,1471000.0,1
양반가평잣죽,63.0,,1.05,2.8,,8.39,0.0,,,,,,108.0,,,,,,,,,0.0,0.28,0.09,,3.0,,,2.0,1471000.0,1
양반고구마우유죽,96.0,,1.05,0.56,,21.75,14.74,,,,,,151.0,,,,,,,,,3.51,0.35,0.0,,3.0,,,2.0,1471000.0,1
양반김치순두부죽,54.0,,2.11,0.77,,9.82,1.4,,,,,,168.0,,,,,,,,,1.65,0.21,0.0,,3.0,,,2.0,1471000.0,1
양반돼지고기장조림,93.0,,7.41,2.22,,10.74,5.56,,,,,,1126.0,,,,,,,,,66.67,0.67,0.0,,3.0,,,2.0,1471000.0,1
양반두부김치찌개,42.0,,2.08,1.83,,4.17,1.67,,,,,,371.0,,,,,,,,,0.0,0.46,0.0,,3.0,,,2.0,1471000.0,1
양반들깨닭죽,87.0,,4.07,3.7,,9.26,0.26,,,,,,233.0,,,,,,,,,5.56,0.37,0.0,,3.0,,,2.0,1471000.0,1
양반듬뿍단호박죽,82.0,,1.05,0.21,,18.95,9.82,,,,,,151.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반듬뿍밤단팥죽,84.0,,3.16,0.21,,17.54,5.61,,,,,,196.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반듬뿍쇠고기죽,65.0,,2.11,1.75,,10.18,0.25,,,,,,246.0,,,,,,,,,1.75,0.46,0.0,,3.0,,,2.0,1471000.0,1
양반듬뿍전복죽,52.0,,1.04,1.04,,9.72,0.24,,,,,,222.0,,,,,,,,,8.68,0.21,0.0,,3.0,,,2.0,1471000.0,1
양반떡갈비바삭닭강정,210.0,,9.53,6.1,,29.2,3.44,,,,,,361.0,,,,,,,,,25.36,2.36,0.07,,3.0,,,2.0,1471000.0,2
양반명품백합죽,57.0,,2.99,0.75,,9.7,0.0,,,,,,226.0,,,,,,,,,11.19,0.17,0.0,,3.0,,,2.0,1471000.0,1
양반명품전복죽,57.0,,2.99,0.75,,9.7,0.0,,,,,,226.0,,,,,,,,,11.19,0.17,0.0,,3.0,,,2.0,1471000.0,1
양반모닝밀고구마죽,73.0,,0.77,0.54,,16.15,10.77,,,,,,131.0,,,,,,,,,3.62,0.46,0.0,,3.0,,,2.0,1471000.0,1
양반모닝밀단팥죽,85.0,,2.31,0.0,,18.46,10.77,,,,,,146.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반모닝밀호박죽,62.0,,0.77,0.46,,13.08,9.23,,,,,,185.0,,,,,,,,,3.62,0.38,0.0,,3.0,,,2.0,1471000.0,1
양반미역국,24.0,,1.0,1.2,,2.2,0.0,,,,,,256.0,,,,,,,,,5.0,0.54,0.0,,3.0,,,2.0,1471000.0,1
양반밥,150.0,,2.31,0.46,,34.62,0.54,,,,,,12.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반백합죽,64.0,,1.84,1.69,,10.66,0.0,,,,,,228.0,,,,,,,,,3.68,0.29,0.0,,3.0,,,2.0,1471000.0,1
양반버섯된장찌개,30.0,,2.39,1.17,,3.26,0.87,,,,,,363.0,,,,,,,,,0.0,0.33,0.0,,3.0,,,2.0,1471000.0,1
양반삼계전복죽,56.0,,2.96,0.37,,10.0,0.63,,,,,,215.0,,,,,,,,,12.96,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반삼계죽,175.0,,10.0,0.6,,33.0,2.0,,,,,,520.0,,,,,,,,,15.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반소고기장조림,96.0,,7.41,2.96,,10.0,5.93,,,,,,1107.0,,,,,,,,,87.04,1.07,0.0,,3.0,,,2.0,1471000.0,1
양반송탄식부대찌개,60.0,,2.2,3.8,,4.2,2.2,,,,,,442.0,,,,,,,,,8.0,1.6,0.0,,3.0,,,2.0,1471000.0,1
양반쇠고기미역죽,72.0,,1.75,2.11,,11.58,0.25,,,,,,228.0,,,,,,,,,12.28,0.95,0.0,,3.0,,,2.0,1471000.0,1
양반쇠고기오곡죽,57.0,,2.08,0.87,,10.42,0.0,,,,,,229.0,,,,,,,,,4.51,0.21,0.0,,3.0,,,2.0,1471000.0,1
양반쇠고기큰죽,55.0,,1.99,0.89,,9.68,0.0,,,,,,199.0,,,,,,,,,3.72,0.17,0.0,,3.0,,,2.0,1471000.0,1
양반수라낙지김치죽,61.0,,2.38,2.38,,7.38,2.14,,,,,,255.0,,,,,,,,,19.05,0.5,0.0,,3.0,,,2.0,1471000.0,1
양반수라문어해물죽,65.0,,2.62,0.55,,12.38,1.19,,,,,,40.0,,,,,,,,,23.81,0.14,0.0,,3.0,,,2.0,1471000.0,1
양반수라왕갈비탕,104.0,,3.26,10.0,,0.43,0.22,,,,,,309.0,,,,,,,,,23.91,5.87,0.43,,3.0,,,2.0,1471000.0,1
양반수라진순대국,82.0,,5.43,5.65,,2.17,0.87,,,,,,435.0,,,,,,,,,20.65,1.74,0.0,,3.0,,,2.0,1471000.0,1
양반수라차돌삼합죽,57.0,,2.14,0.71,,10.48,0.71,,,,,,217.0,,,,,,,,,14.29,0.17,0.0,,3.0,,,2.0,1471000.0,1
양반수라차돌육개장죽,67.0,,1.9,2.38,,9.52,0.48,,,,,,293.0,,,,,,,,,3.57,0.71,0.0,,3.0,,,2.0,1471000.0,1
양반애호박고추장찌개,63.0,,3.26,3.48,,4.57,1.74,,,,,,439.0,,,,,,,,,13.04,1.3,0.0,,3.0,,,2.0,1471000.0,1
양반야채죽,54.0,,1.04,0.76,,10.76,0.0,,,,,,160.0,,,,,,,,,1.74,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반야채큰죽,53.0,,0.99,0.72,,10.67,1.24,,,,,,208.0,,,,,,,,,2.48,0.12,0.0,,3.0,,,2.0,1471000.0,1
양반얼큰동태탕,30.0,,4.18,0.56,,2.0,1.45,,,,,,400.0,,,,,,,,,47.27,1.27,0.0,,3.0,,,2.0,1471000.0,1
양반얼큰짬뽕죽,53.0,,1.75,0.95,,9.12,1.75,,,,,,274.0,,,,,,,,,1.75,0.25,0.0,,3.0,,,2.0,1471000.0,1
양반전복내장죽,61.0,,1.74,0.97,,11.46,0.0,,,,,,247.0,,,,,,,,,26.04,0.35,0.0,,3.0,,,2.0,1471000.0,1
양반전복야채죽,52.0,,1.39,0.83,,9.72,0.35,,,,,,167.0,,,,,,,,,6.94,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반전복오곡죽,56.0,,1.4,0.77,,10.88,0.35,,,,,,242.0,,,,,,,,,7.02,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반전복큰죽,52.0,,1.49,0.69,,9.93,1.24,,,,,,226.0,,,,,,,,,9.93,0.12,0.0,,3.0,,,2.0,1471000.0,1
양반진국닭곰탕,14.0,,2.61,0.17,,0.65,0.43,,,,,,283.0,,,,,,,,,20.65,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반진영양닭죽,58.0,,3.51,0.53,,9.82,1.05,,,,,,281.0,,,,,,,,,17.54,0.28,0.0,,3.0,,,2.0,1471000.0,1
양반차돌순두부찌개,62.0,,3.7,3.7,,3.48,1.09,,,,,,543.0,,,,,,,,,4.35,0.87,0.0,,3.0,,,2.0,1471000.0,1
양반참치부대찌개,58.0,,2.61,3.26,,4.57,1.96,,,,,,541.0,,,,,,,,,4.35,1.09,0.0,,3.0,,,2.0,1471000.0,1
양반콩나물바지락죽,42.0,,1.4,0.35,,8.42,0.7,,,,,,133.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반한우사골설렁탕,26.0,,2.17,1.3,,1.52,0.43,,,,,,259.0,,,,,,,,,10.87,0.65,0.07,,3.0,,,2.0,1471000.0,1
양반한우사골흰죽,55.0,,1.43,0.6,,10.95,0.17,,,,,,181.0,,,,,,,,,0.0,0.26,0.0,,3.0,,,2.0,1471000.0,1
양반한우쇠고기큰죽,245.0,,9.0,2.5,,47.0,26.8,,,,,,510.0,,,,,,,,,15.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반호박죽,58.0,,0.7,0.0,,13.68,11.23,,,,,,109.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양반홍게살죽,61.0,,1.39,1.74,,9.76,0.24,,,,,,169.0,,,,,,,,,8.71,0.42,0.0,,3.0,,,2.0,1471000.0,1
양반황태해장국,15.0,,1.25,0.17,,2.08,1.46,,,,,,344.0,,,,,,,,,6.25,0.0,0.0,,3.0,,,2.0,1471000.0,1
양배추,96.0,,2.4,5.74,,8.625,4.66,,,,,,377.5,,,,,,,,,4.86,1.0150000000000001,0.03,,3.0,,,2.0,1471000.0,2
양배추김치,20.0,,1.12,0.2,,4.45,1.34,,,,,,403.0,,,,,,,,,0.0,0.03,0.1,,3.0,,,2.0,1471000.0,1
양배추닭고기덮밥,140.0,,8.0,1.9,,23.0,2.0,,,,,,105.0,,,,,,,,,10.0,0.5,0.0,,3.0,,,2.0,1471000.0,1
양배추백김치,49.0,,1.67,0.03,,10.33,0.0,,,,,,43.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양배추야채죽,58.0,,1.0,0.7,,12.0,0.0,,,,,,170.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
양배추한우죽,150.5,,9.6675,4.7675,,17.0825,2.085,,,,,,21.25,,,,,,,,,25.8325,1.5499999999999998,0.0,,3.0,,,2.0,1471000.0,4
양상추햄치즈샌드위치,275.0,,6.9,15.86,,26.21,3.45,,,,,,703.0,,,,,,,,,20.69,4.14,0.28,,3.0,,,2.0,1471000.0,1
양송이배추죽,90.0,,3.165,0.5,,17.665,0.32,,,,,,6.5,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
양송이버섯볶음밥,175.0,,4.33,3.67,,31.33,8.67,,,,,,373.0,,,,,,,,,5.0,0.57,0.0,,3.0,,,2.0,1471000.0,1
양송이버섯스프,100.0,,2.0,7.0,,7.0,2.0,,,,,,210.0,,,,,,,,,15.0,3.9,0.15,,3.0,,,2.0,1471000.0,1
양송이버섯죽,58.0,,1.0,0.8,,11.67,0.33,,,,,,130.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
양송이베이컨파스타,171.0,,4.0,7.0,,23.0,3.0,,,,,,130.0,,,,,,,,,23.0,4.5,0.0,,3.0,,,2.0,1471000.0,1
양송이비프스프,95.0,,2.0,6.0,,8.5,3.0,,,,,,155.0,,,,,,,,,20.0,4.0,0.11,,3.0,,,2.0,1471000.0,1
양송이스프,122.06666666666666,,2.6446666666666667,6.790666666666667,,12.632,3.2813333333333334,,,,,,337.93333333333334,,,,,,,,,9.839333333333334,4.368666666666667,0.12333333333333334,,3.0,,,2.0,1471000.0,15
양송이양배추죽밀키트,121.0,,2.92,0.71,,25.83,1.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
