음식이름,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),폐기율(%),출처코드,원산지국코드,품목제조보고번호,데이터생성방법코드,제공기관코드,표본개수
네꼬밥,158.08333333333334,,5.266666666666667,4.341666666666667,,24.433333333333334,1.7666666666666666,,,,,,264.8333333333333,,,,,,,,,19.333333333333332,0.7933333333333333,0.0,,3.0,,,2.0,1471000.0,12
네네컵밥,184.8,,6.159999999999999,7.6,,23.04,3.6,,,,,,341.6,,,,,,,,,22.8,1.488,0.0,,3.0,,,2.0,1471000.0,5
네모두부미소국,23.0,,1.56,1.11,,1.67,0.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
네모어묵,146.0,,13.6,4.4,,13.2,2.8,,,,,,596.0,,,,,,,,,40.0,0.4,0.0,,3.0,,,2.0,1471000.0,1
네슈빌핫치킨버거,187.0,,3.47,12.38,,15.35,6.44,,,,,,444.0,,,,,,,,,35.64,2.43,0.0,,3.0,,,2.0,1471000.0,2
네오피자,297.5,,23.85,20.7,,4.05,0.4,,,,,,624.5,,,,,,,,,58.0,11.8,0.4,,3.0,,,2.0,1471000.0,2
네이처엠곤약밥귀리,110.0,,2.67,1.27,,22.0,0.0,,,,,,7.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
네이처엠곤약밥현미,111.0,,2.62,0.655,,23.52,0.12,,,,,,6.5,,,,,,,,,0.0,0.09,0.0,,3.0,,,2.0,1471000.0,2
네이처엠즉석밥,133.0,,2.22,0.0,,31.11,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
네이처엠현미밥,148.0,,3.0,0.78,,32.615,0.0,,,,,,2.5,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
네추럴킹덤김치볶음밥,174.0,,3.04,3.91,,31.74,0.0,,,,,,252.0,,,,,,,,,0.0,1.22,0.0,,3.0,,,2.0,1471000.0,1
네추럴킹덤새우볶음밥,163.0,,3.48,3.04,,30.43,0.43,,,,,,296.0,,,,,,,,,0.87,0.83,0.0,,3.0,,,2.0,1471000.0,1
노가시대구매운탕,60.0,,9.28,0.29,,5.08,3.26,,,,,,231.0,,,,,,,,,26.54,0.07,0.0,,3.0,,,2.0,1471000.0,2
노란상곱창해장국,46.0,,3.63,3.33,,0.33,0.09,,,,,,276.0,,,,,,,,,31.88,1.38,0.1,,3.0,,,2.0,1471000.0,1
노랑물만두,210.0,,7.0,11.0,,21.0,2.0,,,,,,440.0,,,,,,,,,14.0,4.1,0.0,,3.0,,,2.0,1471000.0,1
노랑잡채만두,200.0,,7.0,8.0,,25.0,3.0,,,,,,450.0,,,,,,,,,5.0,1.8,0.0,,3.0,,,2.0,1471000.0,1
노량진컵밥,341.0,,8.64,3.58,,69.14,11.11,,,,,,711.0,,,,,,,,,0.0,0.62,0.0,,3.0,,,2.0,1471000.0,1
노루궁뎅이버섯스프,98.0,,1.74,6.09,,9.13,4.35,,,,,,322.0,,,,,,,,,15.22,1.13,0.0,,3.0,,,2.0,1471000.0,1
노르웨이생연어샐러드,128.0,,7.86,7.14,,8.57,2.86,,,,,,174.0,,,,,,,,,58.21,1.43,0.0,,3.0,,,2.0,1471000.0,1
노마요야채김밥,134.0,,4.31,2.07,,24.57,0.43,,,,,,358.0,,,,,,,,,12.93,0.47,0.0,,3.0,,,2.0,1471000.0,1
노모어피자,321.25,,15.3,12.854999999999999,,35.63,6.8999999999999995,,,,,,1366.25,,,,,,,,,35.94,6.869999999999999,0.27,,3.0,,,2.0,1471000.0,4
노포마라탕,239.0,,6.28,9.03,,33.12,4.89,,,,,,420.0,,,,,,,,,5.85,2.22,0.05,,3.0,,,2.0,1471000.0,1
녹두닭죽,50.0,,3.0,0.0,,9.0,0.58,,,,,,210.0,,,,,,,,,4.6,0.0,0.0,,3.0,,,2.0,1471000.0,1
녹두만두,174.0,,10.31,5.92,,19.99,1.92,,,,,,337.0,,,,,,,,,19.64,1.92,0.03,,3.0,,,2.0,1471000.0,1
녹두보리밥,165.0,,6.88,0.75,,32.63,0.38,,,,,,3.0,,,,,,,,,0.0,0.19,0.0,,3.0,,,2.0,1471000.0,1
녹두삼계탕,89.0,,10.0,3.67,,4.0,0.33,,,,,,156.0,,,,,,,,,69.44,1.22,0.0,,3.0,,,2.0,1471000.0,1
녹두오리영양죽,146.0,,11.0,1.5,,22.0,0.0,,,,,,186.0,,,,,,,,,40.0,0.6,0.0,,3.0,,,2.0,1471000.0,1
녹두전,165.0,,8.0,6.0,,20.0,0.0,,,,,,268.0,,,,,,,,,8.0,1.75,0.0,,3.0,,,2.0,1471000.0,4
녹두죽,49.2,,3.18,0.24,,8.48,0.18,,,,,,159.0,,,,,,,,,0.0,0.04,0.0,,3.0,,,2.0,1471000.0,5
녹차제육볶음,150.0,,8.84,7.16,,12.47,3.53,,,,,,388.0,,,,,,,,,97.55,1.75,0.04,,3.0,,,2.0,1471000.0,1
녹차치아바타샌드위치,210.0,,12.5,7.0,,24.5,2.0,,,,,,465.0,,,,,,,,,30.0,3.5,0.15,,3.0,,,2.0,1471000.0,1
놀라운간장불백컵밥,159.0,,7.23,2.86,,25.97,5.419999999999999,,,,,,218.0,,,,,,,,,14.83,0.9,0.04,,3.0,,,2.0,1471000.0,3
놀라운계란샐러드,62.0,,5.13,2.88,,3.96,1.81,,,,,,60.0,,,,,,,,,113.36,0.89,0.02,,3.0,,,2.0,1471000.0,1
놀라운김치볶음밥,178.0,,5.32,6.1,,25.48,1.7,,,,,,406.0,,,,,,,,,76.51,1.36,0.03,,3.0,,,2.0,1471000.0,2
놀라운김치참치덮밥,144.0,,5.08,2.41,,25.61,1.06,,,,,,383.0,,,,,,,,,37.18,0.63,0.01,,3.0,,,2.0,1471000.0,3
놀라운돈까스컵밥,220.0,,5.58,7.87,,31.67,2.34,,,,,,334.0,,,,,,,,,6.79,1.41,0.06,,3.0,,,2.0,1471000.0,2
놀라운돼지불고기덮밥,183.0,,5.12,4.71,,30.08,4.31,,,,,,165.0,,,,,,,,,7.48,1.84,0.01,,3.0,,,2.0,1471000.0,4
놀라운땡초어묵김밥,172.0,,4.56,3.41,,30.83,3.05,,,,,,556.0,,,,,,,,,2.4,0.54,0.01,,3.0,,,2.0,1471000.0,2
놀라운땡초어묵삼각,171.0,,3.77,1.61,,35.42,3.86,,,,,,420.0,,,,,,,,,0.0,0.24,0.01,,3.0,,,2.0,1471000.0,2
놀라운매콤제육컵밥,153.0,,6.22,2.79,,25.68,5.04,,,,,,398.0,,,,,,,,,10.5,0.8,0.05,,3.0,,,2.0,1471000.0,2
놀라운맵닭마요덮밥,215.0,,4.77,6.29,,34.73,3.52,,,,,,276.0,,,,,,,,,29.26,1.71,0.06,,3.0,,,2.0,1471000.0,2
놀라운스팸김치컵밥,158.0,,4.5,3.85,,26.37,3.31,,,,,,472.0,,,,,,,,,9.11,1.47,0.02,,3.0,,,2.0,1471000.0,3
놀라운스팸마요컵밥,193.0,,5.71,6.87,,27.08,2.34,,,,,,325.0,,,,,,,,,33.72,2.12,0.06,,3.0,,,2.0,1471000.0,2
놀라운양념삼겹덮밥,194.0,,7.36,5.61,,28.49,1.97,,,,,,314.0,,,,,,,,,10.69,2.24,0.02,,3.0,,,2.0,1471000.0,2
놀라운양배추샐러드,35.0,,1.47,0.39,,6.37,3.34,,,,,,30.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
놀라운오므라이스컵밥,176.0,,4.34,6.81,,24.29,2.75,,,,,,337.0,,,,,,,,,25.35,2.0,0.04,,3.0,,,2.0,1471000.0,2
놀라운참치마요컵밥,174.0,,6.95,4.89,,25.55,2.81,,,,,,208.0,,,,,,,,,31.59,0.96,0.06,,3.0,,,2.0,1471000.0,3
놀라운치즈견과샐러드,99.0,,3.66,5.24,,9.26,2.11,,,,,,46.0,,,,,,,,,5.63,1.15,0.06,,3.0,,,2.0,1471000.0,1
놀라운치즈닭갈비컵밥,187.0,,6.06,4.31,,30.91,6.67,,,,,,369.0,,,,,,,,,32.0,0.93,0.02,,3.0,,,2.0,1471000.0,2
놀라운치킨마요덮밥,226.0,,5.47,7.38,,34.39,3.64,,,,,,313.0,,,,,,,,,29.83,1.58,0.05,,3.0,,,2.0,1471000.0,4
놀라운치킨마요컵밥,207.0,,6.48,7.84,,27.63,3.11,,,,,,303.0,,,,,,,,,35.52,1.85,0.08,,3.0,,,2.0,1471000.0,2
놀라운치킨텐더샐러드,70.0,,3.84,2.68,,7.63,2.37,,,,,,136.0,,,,,,,,,4.93,0.52,0.02,,3.0,,,2.0,1471000.0,1
놀라운콘치즈닭덮밥,199.0,,5.93,6.29,,29.67,2.76,,,,,,311.0,,,,,,,,,15.05,2.25,0.08,,3.0,,,2.0,1471000.0,1
놀라운파스타샐러드,104.0,,3.42,2.75,,16.38,1.47,,,,,,70.0,,,,,,,,,2.58,0.75,0.04,,3.0,,,2.0,1471000.0,1
놀부요리연구소갈비탕,35.0,,4.88,1.63,,0.25,0.0,,,,,,243.0,,,,,,,,,12.5,0.75,0.04,,3.0,,,2.0,1471000.0,1
놀부요리연구소설렁탕,27.0,,2.88,1.13,,1.38,0.0,,,,,,144.0,,,,,,,,,8.5,0.45,0.04,,3.0,,,2.0,1471000.0,1
농심새우볶음밥,172.0,,4.35,1.74,,34.78,1.3,,,,,,343.0,,,,,,,,,6.52,0.43,0.0,,3.0,,,2.0,1471000.0,1
농심햄베이컨볶음밥,187.0,,3.91,4.78,,32.17,1.3,,,,,,361.0,,,,,,,,,21.74,1.65,0.0,,3.0,,,2.0,1471000.0,1
농협강황더밥,177.0,,3.16,0.47,,40.69,0.15,1.3,,,,,1.0,,,,,,,,,0.0,0.15,0.01,,3.0,,,2.0,1471000.0,1
농협염소탕,30.0,,3.78,0.89,,1.78,0.38,,,,,,409.0,,,,,,,,,8.89,0.31,0.0,,3.0,,,2.0,1471000.0,1
농협한우사골곰탕,23.0,,3.11,0.89,,0.04,0.0,,,,,,24.0,,,,,,,,,3.11,0.6,0.0,,3.0,,,2.0,1471000.0,1
농협홍국더밥,168.0,,3.28,0.45,,38.51,0.21,1.5,,,,,2.0,,,,,,,,,0.0,0.15,0.0,,3.0,,,2.0,1471000.0,1
뇨끼떡볶이와,104.0,,5.21,1.67,,17.08,6.46,,,,,,354.0,,,,,,,,,39.58,0.96,0.0,,3.0,,,2.0,1471000.0,1
누들떡볶이,214.0,,7.08,3.58,,38.43,8.1,,,,,,753.0,,,,,,,,,3.51,0.5,0.01,,3.0,,,2.0,1471000.0,1
누들순대튀김,260.0,,4.0,11.0,,32.0,0.5,,,,,,540.0,,,,,,,,,25.0,1.9,0.0,,3.0,,,2.0,1471000.0,1
누들어묵당면볶이,223.0,,5.1,3.18,,45.54,14.01,,,,,,1073.0,,,,,,,,,3.18,0.51,0.0,,3.0,,,2.0,1471000.0,1
누들어묵볶이,202.0,,6.13,2.12,,40.57,11.79,,,,,,797.0,,,,,,,,,2.36,0.31,0.0,,3.0,,,2.0,1471000.0,1
누룽지게살맛스프,437.0,,8.0,15.0,,65.0,6.0,,,,,,810.0,,,,,,,,,10.0,2.1,0.0,,3.0,,,2.0,1471000.0,1
누룽지곰탕,375.0,,8.0,2.67,,81.33,1.33,,,,,,1583.0,,,,,,,,,0.0,1.2,0.0,,3.0,,,2.0,1471000.0,1
누룽지구운닭죽,70.0,,3.11,1.79,,10.36,0.5,,,,,,316.0,,,,,,,,,8.68,0.46,0.0,,3.0,,,2.0,1471000.0,1
누룽지국밥,394.5,,9.52,2.995,,81.63499999999999,0.0,,,,,,1428.5,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,2
누룽지닭백숙죽,55.0,,2.0,0.6,,10.0,0.0,,,,,,210.0,,,,,,,,,3.8,0.0,0.0,,3.0,,,2.0,1471000.0,1
누룽지닭죽,66.0,,2.34,0.9199999999999999,,12.085,0.14,,,,,,234.0,,,,,,,,,2.365,0.43999999999999995,0.005,,3.0,,,2.0,1471000.0,2
누룽지떡국,257.5,,5.4475,0.475,,57.47,1.3425,,,,,,954.25,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,4
누룽지미역국밥,371.0,,7.905,3.29,,77.45,0.64,,,,,,1407.5,,,,,,,,,3.355,0.605,0.0,,3.0,,,2.0,1471000.0,2
누룽지반계탕,92.0,,7.94,2.06,,10.48,0.16,,,,,,229.0,,,,,,,,,47.62,0.38,0.0,,3.0,,,2.0,1471000.0,1
누룽지북어국밥,395.0,,12.24,3.67,,77.55,0.82,,,,,,1088.0,,,,,,,,,34.01,0.95,0.0,,3.0,,,2.0,1471000.0,1
누룽지설렁탕,54.0,,5.9,1.26,,4.85,0.0,,,,,,179.0,,,,,,,,,8.23,0.34,0.03,,3.0,,,2.0,1471000.0,1
누룽지전복죽,40.0,,1.0,0.4,,8.0,0.5,,,,,,175.0,,,,,,,,,2.5,0.0,0.0,,3.0,,,2.0,1471000.0,1
누룽지탕,391.0,,9.26,3.86,,79.82666666666667,2.86,,,,,,1835.0,,,,,,,,,1.2666666666666666,1.1833333333333333,0.0,,3.0,,,2.0,1471000.0,3
누룽지탕용해물탕,55.0,,2.22,3.5,,3.69,0.3,,,,,,420.0,,,,,,,,,13.38,0.6,0.0,,3.0,,,2.0,1471000.0,1
누룽지황태국밥,356.0,,10.0,2.5,,73.75,2.5,,,,,,1100.0,,,,,,,,,12.5,0.0,0.0,,3.0,,,2.0,1471000.0,1
누룽지황태스프,387.0,,13.33,4.67,,73.33,13.33,,,,,,1117.0,,,,,,,,,30.0,2.67,0.0,,3.0,,,2.0,1471000.0,1
눈꽃치즈불고기김밥,152.0,,4.61,5.56,,20.88,2.49,,,,,,531.0,,,,,,,,,17.34,1.95,0.07,,3.0,,,2.0,1471000.0,1
눈꽃치즈불닭덮밥,161.0,,7.33,4.67,,22.33,2.0,,,,,,367.0,,,,,,,,,15.33,1.3,0.17,,3.0,,,2.0,1471000.0,1
눈꽃함박스테이크,146.0,,9.81,5.84,,13.55,6.07,,,,,,314.0,,,,,,,,,19.86,3.04,0.23,,3.0,,,2.0,1471000.0,1
눈물쏙쭈꾸미덮밥,132.0,,5.83,1.15,,24.68,3.1,,,,,,324.0,,,,,,,,,26.0,0.14,0.0,,3.0,,,2.0,1471000.0,1
눈치코치참치김밥,142.0,,4.5649999999999995,3.605,,23.07,2.4050000000000002,,,,,,501.5,,,,,,,,,18.48,0.575,0.0,,3.0,,,2.0,1471000.0,2
눌러밥,153.16666666666666,,3.6016666666666666,3.421666666666667,,27.616666666666664,1.2666666666666666,,51.5,0.45499999999999996,,65.25,370.6666666666667,,,,,,,,,16.36,0.7683333333333334,0.021666666666666667,,3.0,,,2.0,1471000.0,6
뉴갈비김밥,161.0,,5.91,4.16,,25.07,3.78,,,,,,466.0,,,,,,,,,9.33,0.86,0.02,,3.0,,,2.0,1471000.0,1
뉴근본김밥,150.0,,3.51,4.2,,24.58,1.95,,,,,,500.0,,,,,,,,,10.59,0.69,0.03,,3.0,,,2.0,1471000.0,1
뉴기본김밥,138.0,,4.26,3.1,,23.26,2.71,,,,,,494.0,,,,,,,,,17.05,0.43,0.0,,3.0,,,2.0,1471000.0,1
뉴김치제육덮밥,184.0,,4.43,3.32,,34.35,0.0,,,,,,217.0,,,,,,,,,13.3,0.0,0.0,,3.0,,,2.0,1471000.0,1
뉴날치알참치삼각김밥,177.0,,3.64,5.45,,28.18,1.82,,,,,,445.0,,,,,,,,,18.18,1.09,0.0,,3.0,,,2.0,1471000.0,1
뉴데리야끼치킨버거,245.0,,9.0,10.44,,28.85,6.72,,,,,,596.0,,,,,,,,,19.96,3.03,0.08,,3.0,,,2.0,1471000.0,1
뉴돈까스샌드위치,275.0,,9.28,12.89,,28.87,4.64,,,,,,521.0,,,,,,,,,14.95,3.09,0.0,,3.0,,,2.0,1471000.0,1
뉴리챔김치볶음,202.0,,3.85,8.47,,27.62,3.9,,,,,,544.0,,,,,,,,,2.97,2.81,0.07,,3.0,,,2.0,1471000.0,3
뉴매콤참치김밥,144.33333333333334,,3.983333333333333,3.1833333333333336,,24.843333333333334,2.7099999999999995,,,,,,671.6666666666666,,,,,,,,,6.37,1.05,0.0,,3.0,,,2.0,1471000.0,3
뉴매콤한돈김치제육,194.0,,5.8,3.9,,33.96,2.65,,,,,,300.0,,,,,,,,,13.41,1.01,0.03,,3.0,,,2.0,1471000.0,1
뉴명란마요삼각김밥,183.0,,2.73,8.18,,24.55,0.91,,,,,,585.0,,,,,,,,,13.64,1.36,0.0,,3.0,,,2.0,1471000.0,1
뉴몽땅넣은햄샌드위치,228.0,,8.8,10.4,,25.6,3.2,,,,,,824.0,,,,,,,,,28.0,3.92,0.4,,3.0,,,2.0,1471000.0,1
뉴백종원미트볼파스타,160.0,,5.75,4.47,,24.2,6.16,,,,,,233.0,,,,,,,,,11.0,1.52,0.05,,3.0,,,2.0,1471000.0,1
뉴베이컨에그샌드위치,229.0,,8.76,13.14,,18.98,0.73,,,,,,363.0,,,,,,,,,10.95,2.19,0.0,,3.0,,,2.0,1471000.0,1
뉴베이컨치즈샌드위치,229.0,,7.94,13.49,,18.25,2.38,,,,,,525.0,,,,,,,,,41.27,3.33,0.0,,3.0,,,2.0,1471000.0,1
뉴불고기버거,280.0,,6.99,16.78,,25.87,6.29,,,,,,577.0,,,,,,,,,20.28,4.2,0.21,,3.0,,,2.0,1471000.0,2
뉴불어묵삼각,172.0,,4.78,2.85,,31.87,2.89,,,,,,514.0,,,,,,,,,1.58,0.49,0.01,,3.0,,,2.0,1471000.0,1
뉴빅갈릭불고기버거,267.0,,13.51,13.51,,22.7,5.41,,,,,,508.0,,,,,,,,,3.78,1.14,0.16,,3.0,,,2.0,1471000.0,2
뉴사골우거지국,35.0,,2.0,1.5,,3.0,1.0,,,,,,830.0,,,,,,,,,5.0,0.4,0.0,,3.0,,,2.0,1471000.0,1
뉴상하이크림파스타,154.0,,4.38,7.74,,16.77,2.74,,,,,,414.0,,,,,,,,,12.61,3.6,0.04,,3.0,,,2.0,1471000.0,1
뉴새우버거,199.0,,6.21,6.21,,29.19,7.45,,,,,,516.0,,,,,,,,,27.95,1.61,0.19,,3.0,,,2.0,1471000.0,2
뉴숯불갈비맛삼각김밥,186.0,,4.285,4.0,,33.335,1.9049999999999998,,,,,,330.0,,,,,,,,,3.8099999999999996,0.095,0.0,,3.0,,,2.0,1471000.0,2
뉴숯불고기김밥,122.0,,5.33,3.14,,18.18,0.31,,,,,,342.0,,,,,,,,,0.63,0.22,0.0,,3.0,,,2.0,1471000.0,1
뉴스파이시치킨버거,237.0,,12.53,8.28,,28.09,4.34,,,,,,593.0,,,,,,,,,18.81,2.69,0.08,,3.0,,,2.0,1471000.0,2
뉴스팸계란볶음밥,204.0,,4.67,9.35,,25.23,0.93,,,,,,446.0,,,,,,,,,49.53,1.96,0.0,,3.0,,,2.0,1471000.0,1
뉴스팸김치,177.0,,5.900000000000001,6.96,,22.72,4.12,,,,,,608.0,,,,,,,,,17.25,1.41,0.05000000000000001,,3.0,,,2.0,1471000.0,3
뉴스팸김치마요덮밥,184.0,,4.49,7.39,,25.33,2.11,,,,,,330.0,,,,,,,,,13.98,1.85,0.0,,3.0,,,2.0,1471000.0,1
뉴압도적계란김밥,224.0,,4.57,12.229999999999999,,23.97,2.42,,,,,,409.0,,,,,,,,,61.74,2.29,0.09000000000000001,,3.0,,,2.0,1471000.0,3
뉴오삼불고기김밥,143.0,,4.43,3.1,,24.34,2.66,,,,,,450.0,,,,,,,,,9.29,0.89,0.0,,3.0,,,2.0,1471000.0,1
뉴요커피자치즈,300.0,,24.0,22.0,,2.0,0.0,,,,,,460.0,,,,,,,,,60.0,15.0,0.7,,3.0,,,2.0,1471000.0,1
뉴욕스트립스테이크,200.0,,10.23,14.69,,7.76,3.63,,,,,,611.0,,,,,,,,,33.0,4.46,1.32,,3.0,,,2.0,1471000.0,1
뉴욕콥샐러드,151.0,,7.53,8.6,,10.75,6.99,,,,,,274.0,,,,,,,,,18.82,2.31,0.38,,3.0,,,2.0,1471000.0,1
뉴우삼겹김밥,127.0,,4.0,3.6,,19.6,1.2,,,,,,302.0,,,,,,,,,12.4,0.2,0.0,,3.0,,,2.0,1471000.0,1
뉴원조김밥,132.0,,4.36,3.36,,21.14,2.01,,,,,,611.0,,,,,,,,,17.12,0.57,0.0,,3.0,,,2.0,1471000.0,1
뉴전주비빔,190.0,,4.76,2.57,,35.24,4.76,,,,,,562.0,,,,,,,,,4.76,0.57,0.0,,3.0,,,2.0,1471000.0,1
뉴전주비빔김밥,143.0,,4.33,5.26,,20.12,3.1,,,,,,540.0,,,,,,,,,20.12,0.53,0.0,,3.0,,,2.0,1471000.0,1
뉴전주비빔불고기김밥,141.0,,5.26,3.35,,22.97,1.44,,,,,,393.0,,,,,,,,,12.44,0.67,0.0,,3.0,,,2.0,1471000.0,1
뉴전주비빔삼각김밥,186.75,,4.7125,5.715,,29.3725,2.5975,,,,,,449.25,,,,,,,,,5.5225,1.8050000000000002,0.0725,,3.0,,,2.0,1471000.0,4
뉴참치김치김밥,168.0,,4.53,7.24,,21.27,0.91,,,,,,337.0,,,,,,,,,6.34,1.22,0.0,,3.0,,,2.0,1471000.0,1
뉴참치마요김밥,163.5,,4.33,6.145,,22.965,1.81,,,,,,411.0,,,,,,,,,7.0200000000000005,1.625,0.09,,3.0,,,2.0,1471000.0,2
뉴참치마요덮밥,196.66666666666666,,4.81,8.63,,25.01,1.4033333333333333,,,,,,367.3333333333333,,,,,,,,,18.900000000000002,1.1166666666666667,0.02666666666666667,,3.0,,,2.0,1471000.0,3
뉴참치마요삼각김밥,171.66666666666666,,4.816666666666666,5.283333333333333,,26.363333333333333,0.9366666666666666,,,,,,349.3333333333333,,,,,,,,,6.039999999999999,2.33,0.09666666666666666,,3.0,,,2.0,1471000.0,3
뉴참치햄김밥,173.0,,5.02,7.21,,21.95,0.63,,,,,,263.0,,,,,,,,,23.2,1.22,0.0,,3.0,,,2.0,1471000.0,1
뉴참치햄샐러드김밥,160.5,,4.0249999999999995,6.215,,22.275,0.435,,,,,,301.5,,,,,,,,,8.74,1.0050000000000001,0.0,,3.0,,,2.0,1471000.0,2
뉴치즈소시지김밥,175.0,,5.93,5.93,,24.15,2.54,,,,,,408.0,,,,,,,,,13.14,1.31,0.04,,3.0,,,2.0,1471000.0,1
뉴치즈스팸김밥,165.0,,4.930000000000001,4.78,,25.560000000000002,0.9,,,,,,411.6666666666667,,,,,,,,,24.513333333333332,1.4333333333333333,0.0,,3.0,,,2.0,1471000.0,3
뉴치킨마요덮밥,223.0,,5.18,10.08,,27.79,0.27,,,,,,278.0,,,,,,,,,32.15,1.28,0.0,,3.0,,,2.0,1471000.0,1
뉴크랩마요유부밥바,174.0,,4.5,3.16,,31.82,4.79,,,,,,281.0,,,,,,,,,2.49,0.69,0.0,,3.0,,,2.0,1471000.0,1
뉴햄감자샐러드,190.0,,4.32,8.05,,25.16,6.2,,,,,,402.0,,,,,,,,,4.38,1.94,0.07,,3.0,,,2.0,1471000.0,1
뉴햄맛살샌드위치,196.0,,5.52,7.98,,26.38,4.29,,,,,,601.0,,,,,,,,,18.4,3.68,0.25,,3.0,,,2.0,1471000.0,1
느린마을감자채전,195.0,,3.33,7.33,,29.0,3.67,,,,,,167.0,,,,,,,,,0.0,1.13,0.0,,3.0,,,2.0,1471000.0,1
느린마을고기완자전,213.0,,12.0,11.33,,15.67,2.67,,,,,,493.0,,,,,,,,,76.67,3.0,0.0,,3.0,,,2.0,1471000.0,1
느린마을김치전,184.0,,4.67,7.0,,25.67,0.67,,,,,,430.0,,,,,,,,,50.0,1.33,0.0,,3.0,,,2.0,1471000.0,1
느린마을녹두전,174.0,,8.33,5.0,,24.0,1.33,,,,,,238.0,,,,,,,,,4.33,1.0,0.0,,3.0,,,2.0,1471000.0,1
느린마을모둠전,192.0,,8.67,7.33,,22.67,2.33,,,,,,385.0,,,,,,,,,28.0,1.33,0.0,,3.0,,,2.0,1471000.0,1
느린마을해물파전,180.0,,7.0,6.67,,22.67,1.67,,,,,,275.0,,,,,,,,,39.33,1.0,0.0,,3.0,,,2.0,1471000.0,1
느린마을호박채전,167.0,,3.67,6.67,,23.0,3.0,,,,,,283.0,,,,,,,,,1.0,1.0,0.0,,3.0,,,2.0,1471000.0,1
느타리버섯계란탕,32.0,,4.0,1.3,,0.7,0.0,,,,,,160.0,,,,,,,,,10.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
느타리버섯커리세트,119.0,,6.86,2.86,,16.57,3.71,,,,,,226.0,,,,,,,,,10.0,0.57,0.0,,3.0,,,2.0,1471000.0,1
늙은호박보양스프,56.0,,2.2,0.2,,11.4,1.3,,,,,,38.0,,,,,,,,,0.0,0.1,0.0,,3.0,,,2.0,1471000.0,1
늙은호박죽,86.0,,1.21,0.3,,20.91,5.76,,,,,,103.0,,,,,,,,,0.0,0.06,0.0,,3.0,,,2.0,1471000.0,1
능이버섯교자만두,170.0,,8.0,5.0,,23.0,2.0,,,,,,320.0,,,,,,,,,10.0,1.2,0.0,,3.0,,,2.0,1471000.0,1
능이버섯오리죽,61.0,,1.48,1.26,,11.11,0.37,,,,,,352.0,,,,,,,,,5.56,0.41,0.0,,3.0,,,2.0,1471000.0,1
능이버섯왕만두,170.0,,8.0,6.0,,21.0,2.0,,,,,,310.0,,,,,,,,,10.0,1.3,0.0,,3.0,,,2.0,1471000.0,1
능이버섯전골,9.0,,0.46,0.05,,1.55,0.18,,,,,,60.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
능이삼계탕,70.0,,9.31,2.23,,3.23,0.31,,,,,,265.0,,,,,,,,,41.53,0.69,0.0,,3.0,,,2.0,1471000.0,1
다고내풍천민물장어탕,43.0,,2.75,1.75,,4.5,0.75,,,,,,512.0,,,,,,,,,7.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
다담맛볶음김치,98.0,,2.4,5.3,,10.0,0.0,,,,,,651.0,,,,,,,,,0.0,0.0,0.0,,3.0,,,2.0,1471000.0,1
다돼지곱창전골,90.0,,6.0,5.0,,5.0,2.0,,,,,,240.0,,,,,,,,,45.0,1.8,0.0,,3.0,,,2.0,1471000.0,1
다때려넣은비빔밥,135.0,,4.71,3.25,,21.915,1.7850000000000001,,,,,,303.0,,,,,,,,,10.23,0.52,0.0,,3.0,,,2.0,1471000.0,2
다섯가지나물밥,150.3,,6.179,4.884,,20.512999999999998,2.0045,,,,,,282.65,,,,,,,,,25.5085,0.8939999999999999,0.006500000000000001,,3.0,,,2.0,1471000.0,20
다섯가지나물밥과,165.25,,7.095000000000001,5.4350000000000005,,21.8875,3.0875,,,,,,314.25,,,,,,,,,11.7,1.0125,0.0,,3.0,,,2.0,1471000.0,4
다섯가지나물솥밥,137.0,,5.65,6.09,,15.65,2.17,,,,,,370.0,,,,,,,,,10.87,1.52,0.0,,3.0,,,2.0,1471000.0,1
다솜고기만두,210.0,,8.0,9.0,,24.0,1.0,,,,,,520.0,,,,,,,,,10.0,3.5,0.0,,3.0,,,2.0,1471000.0,1
다솜김치만두,155.0,,6.0,4.1,,23.0,1.0,,,,,,470.0,,,,,,,,,5.0,1.5,0.02,,3.0,,,2.0,1471000.0,1
